

Graph1.txt



src-id	dst-id	pir
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


myGraph.txt



src-id	dst-id	pir
3	2	1.0
3	0	0.6666666666666666
3	1	0.3333333333333333
1	0	0.3333333333333333


myGraph.txt



src-id	dst-id	pir
3	2	1.0
3	0	0.6666666666666666
3	1	0.3333333333333333
1	0	0.3333333333333333


myGraph.txt



src-id	dst-id	pir
3	2	1.0
3	0	0.6666666666666666
3	1	0.3333333333333333
1	0	0.3333333333333333


myGraph.txt



src-id	dst-id	pir
3	2	1.0
3	0	0.6666666666666666
3	1	0.3333333333333333
1	0	0.3333333333333333


myGraph.txt



src-id	dst-id	pir
3	2	1.0
3	0	0.6666666666666666
3	1	0.3333333333333333
1	0	0.3333333333333333


myGraph.txt



src-id	dst-id	pir
3	2	1.0
3	0	0.6666666666666666
3	1	0.3333333333333333
1	0	0.3333333333333333


myGraph.txt



src-id	dst-id	pir
3	2	1.0
3	0	0.6666666666666666
3	1	0.3333333333333333
1	0	0.3333333333333333


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph2.txt



src-id	dst-id	pir
7	6	1.0
5	6	0.7362637362637363
3	7	0.6593406593406593
5	4	0.5494505494505495
5	1	0.27472527472527475
15	7	0.2087912087912088
5	0	0.1901098901098901
9	7	0.06593406593406594
3	8	0.04395604395604396
9	8	0.04395604395604396
7	0	0.035164835164835165
13	7	0.0005494505494505495
7	12	0.0005494505494505495


Graph2.txt



src-id	dst-id	pir
7	6	1.0
5	6	0.7362637362637363
3	7	0.6593406593406593
5	4	0.5494505494505495
5	1	0.27472527472527475
15	7	0.2087912087912088
5	0	0.1901098901098901
9	7	0.06593406593406594
3	8	0.04395604395604396
9	8	0.04395604395604396
7	0	0.035164835164835165
13	7	0.0005494505494505495
7	12	0.0005494505494505495


Graph3.txt



src-id	dst-id	pir
6	7	1.0
6	4	0.5
7	3	0.5
3	2	0.5
2	1	0.5
4	5	0.5
5	1	0.5
1	0	0.5


Graph3.txt



src-id	dst-id	pir
6	7	1.0
6	4	0.5
7	3	0.5
3	2	0.5
2	1	0.5
4	5	0.5
5	1	0.5
1	0	0.5


Graph3.txt



src-id	dst-id	pir
6	7	1.0
6	4	0.5
7	3	0.5
3	2	0.5
2	1	0.5
4	5	0.5
5	1	0.5
1	0	0.5


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph2.txt



src-id	dst-id	pir
7	6	1.0
5	6	0.7362637362637363
3	7	0.6593406593406593
5	4	0.5494505494505495
5	1	0.27472527472527475
15	7	0.2087912087912088
5	0	0.1901098901098901
9	7	0.06593406593406594
3	8	0.04395604395604396
9	8	0.04395604395604396
7	0	0.035164835164835165
13	7	0.0005494505494505495
7	12	0.0005494505494505495


Graph3.txt



src-id	dst-id	pir
6	7	1.0
6	4	0.5
7	3	0.5
3	2	0.5
2	1	0.5
4	5	0.5
5	1	0.5
1	0	0.5


Graph4.txt



src-id	dst-id	pir
0	0	1.0
0	0	1.0
10	11	0.9259259259259259
0	0	0.9259259259259259
3	11	0.7537037037037037
0	0	0.7537037037037037
24	25	0.6703703703703704
25	17	0.6703703703703704
17	16	0.6703703703703704
0	0	0.6703703703703704
0	0	0.6703703703703704
0	0	0.6703703703703704
16	8	0.6611111111111111
0	0	0.6611111111111111
8	9	0.6537037037037037
0	0	0.6537037037037037
10	3	0.5796296296296296
0	0	0.5796296296296296
0	0	0.5555555555555556
9	10	0.5555555555555556
0	1	0.29074074074074074
0	0	0.29074074074074074
26	27	0.23333333333333334
31	27	0.23333333333333334
31	0	0.12962962962962962
26	24	0.12962962962962962
0	0	0.09074074074074075
17	18	0.09074074074074075
16	18	0.05
0	0	0.05
8	0	0.02962962962962963
0	0	0.02962962962962963
0	2	0.02962962962962963
1	2	0.02962962962962963
0	0	0.02962962962962963
3	0	0.02962962962962963
0	0	0.02962962962962963
0	0	0.02962962962962963
0	2	0.02962962962962963
0	0	0.02962962962962963
0	0	0.02962962962962963
0	0	0.02962962962962963


Graph5.txt



src-id	dst-id	pir
7	6	1.0
15	6	0.326262616487802
1	0	0.3182354819667689
5	1	0.28722045346778013
7	3	0.23185790181638716
15	5	0.21604555967368896
9	8	0.08789204254042599
1	4	0.031015028498988746
0	9	0.03089890358729206
0	8	0.02393624742347852
5	6	0.021811161539429247
4	12	0.016209102257661825
15	9	0.01572040992093829
15	4	0.015507514249494373
1	9	0.008999680656492834
7	13	0.0030337633180758106
7	0	0.0030337633180758106
9	12	0.0028644144885181496
4	6	0.0012918896426255843
5	4	0.0006532026282938347
9	13	0.0005612704065339617
9	3	0.0005612704065339617


Graph6.txt



src-id	dst-id	pir
15	14	1.0
4	5	1.0
4	0	0.75
10	14	0.75
14	11	0.75
0	1	0.75
1	6	0.75
11	7	0.75
7	6	0.75
15	4	0.5
7	3	0.5
3	2	0.5


Graph7.txt



src-id	dst-id	pir
1	0	1.0
15	7	0.8134722786895769
2	3	0.813151306357392
15	2	0.813151306357392
1	5	0.8122311856717951
15	5	0.5271221620696296
9	8	0.0868765112447307
13	12	0.04457235786275224
8	4	0.010699077739498856
15	1	0.004129844007446559
15	13	0.0005349538869749428
12	4	0.0002139815547899771


Graph8.txt



src-id	dst-id	pir
8	9	1.0
3	2	0.724
2	1	0.724
7	3	0.724
1	5	0.714
5	4	0.706
8	12	0.626
4	8	0.6
10	11	0.314
12	9	0.188
6	7	0.14
2	0	0.098
1	0	0.054
12	13	0.032
14	13	0.032
14	15	0.032
13	10	0.032
5	13	0.032
10	15	0.032
11	15	0.032


Graph9.txt



src-id	dst-id	pir
12	13	1.0
7	6	0.9044334975369459
11	10	0.9044334975369459
3	7	0.9044334975369459
1	0	0.5130541871921184
15	11	0.12315270935960593
5	4	0.12315270935960593
13	14	0.12315270935960593
6	10	0.0935960591133005
2	3	0.061576354679802964
2	15	0.046059113300492616
15	6	0.024630541871921187
2	5	0.006157635467980297
2	1	0.006157635467980297
0	14	0.0024630541871921187


Graph10.txt



src-id	dst-id	pir
1	5	1.0
4	5	0.9687524064582923
2	3	0.4324266511512496
1	0	0.3252761544582581
3	7	0.2896135121028809
1	2	0.2896135121028809
11	10	0.24169825365995568
15	11	0.23036971755666405
2	4	0.16848202749993582
14	15	0.06041600711883839
14	11	0.06041600711883839
7	6	0.0065370102589990845
10	9	0.0054760295363343115
9	6	0.0054760295363343115
1	4	0.0016855903416529052
10	8	0.0008984110958048479


Graph1.txt



src-id	dst-id	pir
3	7	1.0
6	7	0.814
4	0	0.724
9	8	0.724
8	4	0.724
0	1	0.714
1	2	0.706
3	6	0.626
2	3	0.6
10	11	0.314
13	9	0.14
4	5	0.098
0	5	0.054
6	12	0.032
14	12	0.032
14	15	0.032
12	10	0.032
1	12	0.032
10	15	0.032
11	15	0.032


Graph2.txt



src-id	dst-id	pir
7	6	1.0
5	6	0.7362637362637363
3	7	0.6593406593406593
5	4	0.5494505494505495
5	1	0.27472527472527475
15	7	0.2087912087912088
5	0	0.1901098901098901
9	7	0.06593406593406594
3	8	0.04395604395604396
9	8	0.04395604395604396
7	0	0.035164835164835165
13	7	0.0005494505494505495
7	12	0.0005494505494505495


Graph3.txt



